Name;Hour;Iron & steel;Non-metallic minerals;Transport equipment;Machinery;Mining & quarrying;Food, beverages & tobacco;Paper, pulp & printing;Wood & wood products;Construction;Textile & leather;Not elsewhere specified (industry);Chemical & petrochemical;Agriculture & forestry;Fishing
;2255;0.000115761;0.000120642;0.000117478;0.000117478;7.11E-05;0.000123523;0.000115761;0.000125366;0.000125366;0.000125366;0.000125366;0.000114155;9.60E-05;9.60E-05
;2256;0.000118124;0.000116378;0.000115081;0.000115081;7.06E-05;0.000120483;0.000118124;0.000121874;0.000121874;0.000121874;0.000121874;0.000114155;7.74E-05;7.74E-05
;2257;0.000112611;0.000113754;0.000111788;0.000111788;6.93E-05;0.000122699;0.000112611;0.000119747;0.000119747;0.000119747;0.000119747;0.000114155;6.62E-05;6.62E-05
;2258;0.000114974;0.000111794;0.000108836;0.000108836;7.44E-05;0.000121857;0.000114974;0.000117521;0.000117521;0.000117521;0.000117521;0.000114155;6.06E-05;6.06E-05
;2259;0.000111036;0.00010988;0.000108898;0.000108898;7.02E-05;0.000121591;0.000111036;0.000115597;0.000115597;0.000115597;0.000115597;0.000114155;5.72E-05;5.72E-05
;2260;0.000113399;0.000109103;0.000109668;0.000109668;6.40E-05;0.000123856;0.000113399;0.000118609;0.000118609;0.000118609;0.000118609;0.000114155;5.50E-05;5.50E-05
;2261;0.000117336;0.000113709;0.000118028;0.000118028;6.68E-05;0.000130759;0.000117336;0.000119936;0.000119936;0.000119936;0.000119936;0.000114155;5.42E-05;5.42E-05
;2262;0.000116549;0.000132645;0.000136838;0.000136838;0.000107629;0.000142841;0.000116549;0.000125802;0.000125802;0.000125802;0.000125802;0.000114155;5.85E-05;5.85E-05
;2263;0.000118124;0.000151694;0.000154072;0.000154072;0.000200101;0.000152765;0.000118124;0.00015806;0.00015806;0.00015806;0.00015806;0.000114155;7.81E-05;7.81E-05
;2264;0.000116549;0.000156813;0.000165312;0.000165312;0.00025915;0.000158539;0.000116549;0.000170191;0.000170191;0.000170191;0.000170191;0.000114155;0.000131776;0.000131776
;2265;0.000111824;0.000148785;0.000164962;0.000164962;0.000274504;0.000160366;0.000111824;0.00017296;0.00017296;0.00017296;0.00017296;0.000114155;0.00019135;0.00019135
;2266;0.000115761;0.000144838;0.000164316;0.000164316;0.000281464;0.000162078;0.000115761;0.000175411;0.000175411;0.000175411;0.000175411;0.000114155;0.000187836;0.000187836
;2267;0.000113399;0.000142178;0.000164359;0.000164359;0.000280168;0.000160947;0.000113399;0.000169642;0.000169642;0.000169642;0.000169642;0.000114155;0.000152046;0.000152046
;2268;0.000116549;0.00013726;0.000163344;0.000163344;0.000268045;0.000159019;0.000116549;0.000172279;0.000172279;0.000172279;0.000172279;0.000114155;0.000152379;0.000152379
;2269;0.000116549;0.000135865;0.000159977;0.000159977;0.000270934;0.000157623;0.000116549;0.000171396;0.000171396;0.000171396;0.000171396;0.000114155;0.000135492;0.000135492
;2270;0.000114974;0.000139644;0.000155109;0.000155109;0.000279019;0.000154591;0.000114974;0.000168815;0.000168815;0.000168815;0.000168815;0.000114155;0.000108956;0.000108956
;2271;0.000114974;0.000140855;0.00015073;0.00015073;0.00027908;0.000147417;0.000114974;0.000166056;0.000166056;0.000166056;0.000166056;0.000114155;0.000100293;0.000100293
;2272;0.000118124;0.000134684;0.000148714;0.000148714;0.00027048;0.000144072;0.000118124;0.000163652;0.000163652;0.000163652;0.000163652;0.000114155;9.67E-05;9.67E-05
;2273;0.000111824;0.000131233;0.00014461;0.00014461;0.000213942;0.000139712;0.000111824;0.000154247;0.000154247;0.000154247;0.000154247;0.000114155;9.90E-05;9.90E-05
;2274;0.000114974;0.000131243;0.000138899;0.000138899;0.000162342;0.000137949;0.000114974;0.000147481;0.000147481;0.000147481;0.000147481;0.000114155;0.000123708;0.000123708
;2275;0.000111036;0.000131741;0.000134924;0.000134924;0.00014913;0.000138828;0.000111036;0.000140995;0.000140995;0.000140995;0.000140995;0.000114155;0.000177581;0.000177581
;2276;0.000112611;0.000132656;0.000134384;0.000134384;0.000134154;0.000136131;0.000112611;0.000142284;0.000142284;0.000142284;0.000142284;0.000114155;0.000201195;0.000201195
;2277;0.000115761;0.000131226;0.000129924;0.000129924;0.000114459;0.00013388;0.000115761;0.000138548;0.000138548;0.000138548;0.000138548;0.000114155;0.000160618;0.000160618
;2278;0.000117336;0.000126777;0.000122547;0.000122547;8.35E-05;0.000130039;0.000117336;0.000132293;0.000132293;0.000132293;0.000132293;0.000114155;0.000117593;0.000117593
;2279;0.000111036;0.000120642;0.000117478;0.000117478;7.11E-05;0.000123523;0.000111036;0.000125366;0.000125366;0.000125366;0.000125366;0.000114155;9.60E-05;9.60E-05
;2280;0.000115761;0.000116378;0.000115081;0.000115081;7.06E-05;0.000120483;0.000115761;0.000121874;0.000121874;0.000121874;0.000121874;0.000114155;7.74E-05;7.74E-05
;2281;0.000111036;0.000113754;0.000111788;0.000111788;6.93E-05;0.000122699;0.000111036;0.000119747;0.000119747;0.000119747;0.000119747;0.000114155;6.62E-05;6.62E-05
;2282;0.000113399;0.000111794;0.000108836;0.000108836;7.44E-05;0.000121857;0.000113399;0.000117521;0.000117521;0.000117521;0.000117521;0.000114155;6.06E-05;6.06E-05
;2283;0.000110249;0.00010988;0.000108898;0.000108898;7.02E-05;0.000121591;0.000110249;0.000115597;0.000115597;0.000115597;0.000115597;0.000114155;5.72E-05;5.72E-05
;2284;0.000111036;0.000109103;0.000109668;0.000109668;6.40E-05;0.000123856;0.000111036;0.000118609;0.000118609;0.000118609;0.000118609;0.000114155;5.50E-05;5.50E-05
;2285;0.000114974;0.000113709;0.000118028;0.000118028;6.68E-05;0.000130759;0.000114974;0.000119936;0.000119936;0.000119936;0.000119936;0.000114155;5.42E-05;5.42E-05
;2286;0.000112611;0.000132645;0.000136838;0.000136838;0.000107629;0.000142841;0.000112611;0.000125802;0.000125802;0.000125802;0.000125802;0.000114155;5.85E-05;5.85E-05
;2287;0.000111036;0.000151694;0.000154072;0.000154072;0.000200101;0.000152765;0.000111036;0.00015806;0.00015806;0.00015806;0.00015806;0.000114155;7.81E-05;7.81E-05
;2288;0.000118124;0.000156813;0.000165312;0.000165312;0.00025915;0.000158539;0.000118124;0.000170191;0.000170191;0.000170191;0.000170191;0.000114155;0.000131776;0.000131776
;2289;0.000111824;0.000148785;0.000164962;0.000164962;0.000274504;0.000160366;0.000111824;0.00017296;0.00017296;0.00017296;0.00017296;0.000114155;0.00019135;0.00019135
;2290;0.000110249;0.000144838;0.000164316;0.000164316;0.000281464;0.000162078;0.000110249;0.000175411;0.000175411;0.000175411;0.000175411;0.000114155;0.000187836;0.000187836
;2291;0.000118124;0.000142178;0.000164359;0.000164359;0.000280168;0.000160947;0.000118124;0.000169642;0.000169642;0.000169642;0.000169642;0.000114155;0.000152046;0.000152046
;2292;0.000113399;0.00013726;0.000163344;0.000163344;0.000268045;0.000159019;0.000113399;0.000172279;0.000172279;0.000172279;0.000172279;0.000114155;0.000152379;0.000152379
;2293;0.000110249;0.000135865;0.000159977;0.000159977;0.000270934;0.000157623;0.000110249;0.000171396;0.000171396;0.000171396;0.000171396;0.000114155;0.000135492;0.000135492
;2294;0.000115761;0.000139644;0.000155109;0.000155109;0.000279019;0.000154591;0.000115761;0.000168815;0.000168815;0.000168815;0.000168815;0.000114155;0.000108956;0.000108956
;2295;0.000111824;0.000140855;0.00015073;0.00015073;0.00027908;0.000147417;0.000111824;0.000166056;0.000166056;0.000166056;0.000166056;0.000114155;0.000100293;0.000100293
;2296;0.000110249;0.000134684;0.000148714;0.000148714;0.00027048;0.000144072;0.000110249;0.000163652;0.000163652;0.000163652;0.000163652;0.000114155;9.67E-05;9.67E-05
;2297;0.000116549;0.000131233;0.00014461;0.00014461;0.000213942;0.000139712;0.000116549;0.000154247;0.000154247;0.000154247;0.000154247;0.000114155;9.90E-05;9.90E-05
;2298;0.000113399;0.000131243;0.000138899;0.000138899;0.000162342;0.000137949;0.000113399;0.000147481;0.000147481;0.000147481;0.000147481;0.000114155;0.000123708;0.000123708
;2299;0.000114186;0.000131741;0.000134924;0.000134924;0.00014913;0.000138828;0.000114186;0.000140995;0.000140995;0.000140995;0.000140995;0.000114155;0.000177581;0.000177581
;2300;0.000116549;0.000132656;0.000134384;0.000134384;0.000134154;0.000136131;0.000116549;0.000142284;0.000142284;0.000142284;0.000142284;0.000114155;0.000201195;0.000201195
;2301;0.000113399;0.000131226;0.000129924;0.000129924;0.000114459;0.00013388;0.000113399;0.000138548;0.000138548;0.000138548;0.000138548;0.000114155;0.000160618;0.000160618
;2302;0.000113399;0.000126777;0.000122547;0.000122547;8.35E-05;0.000130039;0.000113399;0.000132293;0.000132293;0.000132293;0.000132293;0.000114155;0.000117593;0.000117593
;2303;0.000110249;0.000120642;0.000117478;0.000117478;7.11E-05;0.000123523;0.000110249;0.000125366;0.000125366;0.000125366;0.000125366;0.000114155;9.60E-05;9.60E-05
;2304;0.000111824;0.000116378;0.000115081;0.000115081;7.06E-05;0.000120483;0.000111824;0.000121874;0.000121874;0.000121874;0.000121874;0.000114155;7.74E-05;7.74E-05
;2305;0.000114186;0.000117766;0.000114488;0.000114488;6.73E-05;0.00011978;0.000114186;0.000115863;0.000115863;0.000115863;0.000115863;0.000114155;6.62E-05;6.62E-05
;2306;0.000114974;0.000116424;0.000112162;0.000112162;6.96E-05;0.000119117;0.000114974;0.000112829;0.000112829;0.000112829;0.000112829;0.000114155;6.06E-05;6.06E-05
;2307;0.000118124;0.000114507;0.000112636;0.000112636;6.38E-05;0.000117379;0.000118124;0.000110969;0.000110969;0.000110969;0.000110969;0.000114155;5.72E-05;5.72E-05
;2308;0.000111036;0.000112655;0.000115685;0.000115685;6.18E-05;0.000119196;0.000111036;0.000114553;0.000114553;0.000114553;0.000114553;0.000114155;5.50E-05;5.50E-05
;2309;0.000110249;0.000116355;0.000122727;0.000122727;6.47E-05;0.000124343;0.000110249;0.000114633;0.000114633;0.000114633;0.000114633;0.000114155;5.42E-05;5.42E-05
;2310;0.000114186;0.000132293;0.000139343;0.000139343;9.63E-05;0.000133079;0.000114186;0.000117147;0.000117147;0.000117147;0.000117147;0.000114155;5.85E-05;5.85E-05
;2311;0.000113399;0.000149037;0.000154771;0.000154771;0.000180715;0.000140666;0.000113399;0.000143912;0.000143912;0.000143912;0.000143912;0.000114155;7.81E-05;7.81E-05
;2312;0.000114974;0.000153934;0.000166297;0.000166297;0.00021583;0.00014157;0.000114974;0.000157288;0.000157288;0.000157288;0.000157288;0.000114155;0.000131776;0.000131776
;2313;0.000114974;0.000146098;0.000165793;0.000165793;0.000220132;0.000141202;0.000114974;0.000159359;0.000159359;0.000159359;0.000159359;0.000114155;0.00019135;0.00019135
;2314;0.000117336;0.000144019;0.000163447;0.000163447;0.000221273;0.000139398;0.000117336;0.000157745;0.000157745;0.000157745;0.000157745;0.000114155;0.000187836;0.000187836
;2315;0.000114186;0.000142175;0.000161381;0.000161381;0.000217468;0.000137324;0.000114186;0.000153002;0.000153002;0.000153002;0.000153002;0.000114155;0.000152046;0.000152046
;2316;0.000118124;0.000139393;0.000159291;0.000159291;0.000194781;0.000134346;0.000118124;0.000150995;0.000150995;0.000150995;0.000150995;0.000114155;0.000152379;0.000152379
;2317;0.000115761;0.000130584;0.000153575;0.000153575;0.0001844;0.000132135;0.000115761;0.00014766;0.00014766;0.00014766;0.00014766;0.000114155;0.000135492;0.000135492
;2318;0.000116549;0.000123873;0.000145485;0.000145485;0.000176471;0.000130049;0.000116549;0.000145258;0.000145258;0.000145258;0.000145258;0.000114155;0.000108956;0.000108956
;2319;0.000118124;0.000122984;0.000141851;0.000141851;0.000154138;0.000127449;0.000118124;0.000139323;0.000139323;0.000139323;0.000139323;0.000114155;0.000100293;0.000100293
;2320;0.000116549;0.000126002;0.000138666;0.000138666;0.000122943;0.000122199;0.000116549;0.000134929;0.000134929;0.000134929;0.000134929;0.000114155;9.67E-05;9.67E-05
;2321;0.000114186;0.000127459;0.000133592;0.000133592;9.62E-05;0.000118118;0.000114186;0.000124625;0.000124625;0.000124625;0.000124625;0.000114155;9.90E-05;9.90E-05
;2322;0.000112611;0.00012533;0.000128193;0.000128193;8.41E-05;0.00011712;0.000112611;0.000115874;0.000115874;0.000115874;0.000115874;0.000114155;0.000123708;0.000123708
;2323;0.000114974;0.000125024;0.000124471;0.000124471;5.80E-05;0.000114006;0.000114974;0.000114248;0.000114248;0.000114248;0.000114248;0.000114155;0.000177581;0.000177581
;2324;0.000118124;0.000125926;0.000121289;0.000121289;4.62E-05;0.000110579;0.000118124;0.000111201;0.000111201;0.000111201;0.000111201;0.000114155;0.000201195;0.000201195
;2325;0.000116549;0.000123675;0.000111271;0.000111271;4.37E-05;0.000108153;0.000116549;0.000102651;0.000102651;0.000102651;0.000102651;0.000114155;0.000160618;0.000160618
;2326;0.000116549;0.000119957;9.82E-05;9.82E-05;4.15E-05;0.000103544;0.000116549;8.97E-05;8.97E-05;8.97E-05;8.97E-05;0.000114155;0.000117593;0.000117593
;2327;0.000110249;0.000117291;9.06E-05;9.06E-05;3.90E-05;9.77E-05;0.000110249;8.45E-05;8.45E-05;8.45E-05;8.45E-05;0.000114155;9.60E-05;9.60E-05
;2328;0.000115761;0.000113848;8.78E-05;8.78E-05;3.66E-05;9.36E-05;0.000115761;8.21E-05;8.21E-05;8.21E-05;8.21E-05;0.000114155;7.74E-05;7.74E-05
;2329;0.000111036;0.000111155;8.68E-05;8.68E-05;3.80E-05;8.89E-05;0.000111036;8.16E-05;8.16E-05;8.16E-05;8.16E-05;0.000114155;6.62E-05;6.62E-05
;2330;0.000115761;0.000108553;8.46E-05;8.46E-05;4.08E-05;9.05E-05;0.000115761;8.02E-05;8.02E-05;8.02E-05;8.02E-05;0.000114155;6.06E-05;6.06E-05
;2331;0.000117336;0.000106754;8.43E-05;8.43E-05;3.46E-05;8.84E-05;0.000117336;7.81E-05;7.81E-05;7.81E-05;7.81E-05;0.000114155;5.72E-05;5.72E-05
;2332;0.000113399;0.000104345;8.38E-05;8.38E-05;2.87E-05;8.58E-05;0.000113399;7.73E-05;7.73E-05;7.73E-05;7.73E-05;0.000114155;5.50E-05;5.50E-05
;2333;0.000111824;0.000100877;8.52E-05;8.52E-05;2.45E-05;8.61E-05;0.000111824;7.49E-05;7.49E-05;7.49E-05;7.49E-05;0.000114155;5.42E-05;5.42E-05
;2334;0.000111824;9.85E-05;8.59E-05;8.59E-05;2.66E-05;8.74E-05;0.000111824;7.17E-05;7.17E-05;7.17E-05;7.17E-05;0.000114155;5.85E-05;5.85E-05
;2335;0.000117336;9.70E-05;8.73E-05;8.73E-05;4.52E-05;8.65E-05;0.000117336;7.82E-05;7.82E-05;7.82E-05;7.82E-05;0.000114155;7.81E-05;7.81E-05
;2336;0.000117336;9.48E-05;8.82E-05;8.82E-05;5.89E-05;8.47E-05;0.000117336;7.84E-05;7.84E-05;7.84E-05;7.84E-05;0.000114155;0.000131776;0.000131776
;2337;0.000111036;9.20E-05;8.79E-05;8.79E-05;6.36E-05;8.58E-05;0.000111036;7.97E-05;7.97E-05;7.97E-05;7.97E-05;0.000114155;0.00019135;0.00019135
;2338;0.000114186;8.94E-05;8.62E-05;8.62E-05;6.29E-05;8.63E-05;0.000114186;7.94E-05;7.94E-05;7.94E-05;7.94E-05;0.000114155;0.000187836;0.000187836
;2339;0.000117336;8.61E-05;8.43E-05;8.43E-05;5.54E-05;8.56E-05;0.000117336;7.48E-05;7.48E-05;7.48E-05;7.48E-05;0.000114155;0.000152046;0.000152046
;2340;0.000111036;8.34E-05;8.01E-05;8.01E-05;3.53E-05;8.18E-05;0.000111036;7.16E-05;7.16E-05;7.16E-05;7.16E-05;0.000114155;0.000152379;0.000152379
;2341;0.000110249;8.06E-05;7.44E-05;7.44E-05;2.49E-05;8.02E-05;0.000110249;6.97E-05;6.97E-05;6.97E-05;6.97E-05;0.000114155;0.000135492;0.000135492
;2342;0.000111824;7.93E-05;6.81E-05;6.81E-05;2.18E-05;7.90E-05;0.000111824;6.80E-05;6.80E-05;6.80E-05;6.80E-05;0.000114155;0.000108956;0.000108956
;2343;0.000111036;7.83E-05;6.37E-05;6.37E-05;2.14E-05;7.65E-05;0.000111036;6.29E-05;6.29E-05;6.29E-05;6.29E-05;0.000114155;0.000100293;0.000100293
;2344;0.000117336;7.91E-05;6.26E-05;6.26E-05;2.22E-05;7.53E-05;0.000117336;6.09E-05;6.09E-05;6.09E-05;6.09E-05;0.000114155;9.67E-05;9.67E-05
;2345;0.000115761;8.07E-05;6.20E-05;6.20E-05;2.08E-05;7.30E-05;0.000115761;5.95E-05;5.95E-05;5.95E-05;5.95E-05;0.000114155;9.90E-05;9.90E-05
;2346;0.000110249;8.18E-05;6.11E-05;6.11E-05;2.08E-05;7.30E-05;0.000110249;5.95E-05;5.95E-05;5.95E-05;5.95E-05;0.000114155;0.000123708;0.000123708
;2347;0.000116549;8.39E-05;6.01E-05;6.01E-05;2.08E-05;7.32E-05;0.000116549;6.04E-05;6.04E-05;6.04E-05;6.04E-05;0.000114155;0.000177581;0.000177581
;2348;0.000111824;8.55E-05;6.02E-05;6.02E-05;2.04E-05;7.17E-05;0.000111824;6.05E-05;6.05E-05;6.05E-05;6.05E-05;0.000114155;0.000201195;0.000201195
;2349;0.000113399;8.51E-05;5.95E-05;5.95E-05;2.01E-05;7.03E-05;0.000113399;6.10E-05;6.10E-05;6.10E-05;6.10E-05;0.000114155;0.000160618;0.000160618
;2350;0.000114186;8.42E-05;5.72E-05;5.72E-05;1.97E-05;6.89E-05;0.000114186;5.97E-05;5.97E-05;5.97E-05;5.97E-05;0.000114155;0.000117593;0.000117593
;2351;0.000117336;8.32E-05;5.58E-05;5.58E-05;2.03E-05;6.61E-05;0.000117336;5.80E-05;5.80E-05;5.80E-05;5.80E-05;0.000114155;9.60E-05;9.60E-05
;2352;0.000116549;8.36E-05;5.56E-05;5.56E-05;2.09E-05;6.20E-05;0.000116549;5.82E-05;5.82E-05;5.82E-05;5.82E-05;0.000114155;7.74E-05;7.74E-05
;2353;0.000118124;8.11E-05;5.72E-05;5.72E-05;2.10E-05;6.74E-05;0.000118124;5.44E-05;5.44E-05;5.44E-05;5.44E-05;0.000114155;6.62E-05;6.62E-05
;2354;0.000110249;8.06E-05;5.63E-05;5.63E-05;2.06E-05;6.97E-05;0.000110249;5.32E-05;5.32E-05;5.32E-05;5.32E-05;0.000114155;6.06E-05;6.06E-05
;2355;0.000114974;7.90E-05;5.61E-05;5.61E-05;1.99E-05;6.76E-05;0.000114974;5.27E-05;5.27E-05;5.27E-05;5.27E-05;0.000114155;5.72E-05;5.72E-05
;2356;0.000117336;7.74E-05;5.59E-05;5.59E-05;2.01E-05;6.69E-05;0.000117336;5.32E-05;5.32E-05;5.32E-05;5.32E-05;0.000114155;5.50E-05;5.50E-05
;2357;0.000111036;7.68E-05;5.65E-05;5.65E-05;2.00E-05;6.85E-05;0.000111036;5.22E-05;5.22E-05;5.22E-05;5.22E-05;0.000114155;5.42E-05;5.42E-05
;2358;0.000114186;7.63E-05;5.78E-05;5.78E-05;1.93E-05;6.88E-05;0.000114186;5.20E-05;5.20E-05;5.20E-05;5.20E-05;0.000114155;5.85E-05;5.85E-05
;2359;0.000118124;7.46E-05;5.87E-05;5.87E-05;1.89E-05;6.95E-05;0.000118124;5.20E-05;5.20E-05;5.20E-05;5.20E-05;0.000114155;7.81E-05;7.81E-05
;2360;0.000117336;7.22E-05;5.88E-05;5.88E-05;1.90E-05;6.94E-05;0.000117336;5.21E-05;5.21E-05;5.21E-05;5.21E-05;0.000114155;0.000131776;0.000131776
;2361;0.000112611;7.00E-05;5.86E-05;5.86E-05;2.06E-05;7.06E-05;0.000112611;5.12E-05;5.12E-05;5.12E-05;5.12E-05;0.000114155;0.00019135;0.00019135
;2362;0.000110249;6.85E-05;5.85E-05;5.85E-05;2.00E-05;7.27E-05;0.000110249;5.12E-05;5.12E-05;5.12E-05;5.12E-05;0.000114155;0.000187836;0.000187836
;2363;0.000116549;6.70E-05;5.83E-05;5.83E-05;2.01E-05;7.31E-05;0.000116549;4.90E-05;4.90E-05;4.90E-05;4.90E-05;0.000114155;0.000152046;0.000152046
;2364;0.000113399;6.67E-05;5.74E-05;5.74E-05;1.97E-05;7.35E-05;0.000113399;4.93E-05;4.93E-05;4.93E-05;4.93E-05;0.000114155;0.000152379;0.000152379
;2365;0.000117336;6.62E-05;5.61E-05;5.61E-05;1.92E-05;7.40E-05;0.000117336;4.87E-05;4.87E-05;4.87E-05;4.87E-05;0.000114155;0.000135492;0.000135492
;2366;0.000111824;6.63E-05;5.52E-05;5.52E-05;1.87E-05;7.49E-05;0.000111824;4.89E-05;4.89E-05;4.89E-05;4.89E-05;0.000114155;0.000108956;0.000108956
;2367;0.000114974;6.61E-05;5.48E-05;5.48E-05;1.88E-05;7.55E-05;0.000114974;4.83E-05;4.83E-05;4.83E-05;4.83E-05;0.000114155;0.000100293;0.000100293
;2368;0.000117336;6.66E-05;5.44E-05;5.44E-05;1.93E-05;7.59E-05;0.000117336;4.89E-05;4.89E-05;4.89E-05;4.89E-05;0.000114155;9.67E-05;9.67E-05
;2369;0.000117336;6.80E-05;5.45E-05;5.45E-05;1.94E-05;7.49E-05;0.000117336;4.91E-05;4.91E-05;4.91E-05;4.91E-05;0.000114155;9.90E-05;9.90E-05
;2370;0.000117336;6.94E-05;5.55E-05;5.55E-05;1.84E-05;7.61E-05;0.000117336;4.96E-05;4.96E-05;4.96E-05;4.96E-05;0.000114155;0.000123708;0.000123708
;2371;0.000118124;7.08E-05;5.75E-05;5.75E-05;1.96E-05;7.93E-05;0.000118124;5.08E-05;5.08E-05;5.08E-05;5.08E-05;0.000114155;0.000177581;0.000177581
;2372;0.000118124;7.20E-05;6.09E-05;6.09E-05;1.99E-05;8.03E-05;0.000118124;5.29E-05;5.29E-05;5.29E-05;5.29E-05;0.000114155;0.000201195;0.000201195
;2373;0.000118124;7.27E-05;6.66E-05;6.66E-05;2.09E-05;8.35E-05;0.000118124;5.86E-05;5.86E-05;5.86E-05;5.86E-05;0.000114155;0.000160618;0.000160618
;2374;0.000114974;7.53E-05;7.61E-05;7.61E-05;2.12E-05;8.86E-05;0.000114974;7.47E-05;7.47E-05;7.47E-05;7.47E-05;0.000114155;0.000117593;0.000117593
;2375;0.000118124;7.77E-05;8.24E-05;8.24E-05;2.19E-05;8.83E-05;0.000118124;7.93E-05;7.93E-05;7.93E-05;7.93E-05;0.000114155;9.60E-05;9.60E-05
;2376;0.000110249;7.90E-05;8.50E-05;8.50E-05;2.23E-05;8.84E-05;0.000110249;8.10E-05;8.10E-05;8.10E-05;8.10E-05;0.000114155;7.74E-05;7.74E-05
;2377;0.000114186;8.19E-05;9.12E-05;9.12E-05;2.76E-05;9.18E-05;0.000114186;9.91E-05;9.91E-05;9.91E-05;9.91E-05;0.000114155;6.62E-05;6.62E-05
;2378;0.000110249;8.21E-05;9.15E-05;9.15E-05;2.83E-05;9.51E-05;0.000110249;9.85E-05;9.85E-05;9.85E-05;9.85E-05;0.000114155;6.06E-05;6.06E-05
;2379;0.000113399;8.24E-05;9.23E-05;9.23E-05;2.67E-05;9.54E-05;0.000113399;9.53E-05;9.53E-05;9.53E-05;9.53E-05;0.000114155;5.72E-05;5.72E-05
;2380;0.000112611;8.32E-05;9.82E-05;9.82E-05;2.64E-05;0.000100034;0.000112611;9.89E-05;9.89E-05;9.89E-05;9.89E-05;0.000114155;5.50E-05;5.50E-05
;2381;0.000112611;9.08E-05;0.000107574;0.000107574;2.83E-05;0.000109267;0.000112611;9.83E-05;9.83E-05;9.83E-05;9.83E-05;0.000114155;5.42E-05;5.42E-05
;2382;0.000115761;0.000112844;0.000126959;0.000126959;6.05E-05;0.000126039;0.000115761;0.000111265;0.000111265;0.000111265;0.000111265;0.000114155;5.85E-05;5.85E-05
;2383;0.000112611;0.000138669;0.00015283;0.00015283;0.000150155;0.000140986;0.000112611;0.000141835;0.000141835;0.000141835;0.000141835;0.000114155;7.81E-05;7.81E-05
;2384;0.000111824;0.000145942;0.000162574;0.000162574;0.00022329;0.000149336;0.000111824;0.000156338;0.000156338;0.000156338;0.000156338;0.000114155;0.000131776;0.000131776
;2385;0.000113399;0.000141174;0.00016205;0.00016205;0.000254409;0.000154134;0.000113399;0.000159955;0.000159955;0.000159955;0.000159955;0.000114155;0.00019135;0.00019135
