Name;Hour;Iron & steel;Non-metallic minerals;Transport equipment;Machinery;Mining & quarrying;Food, beverages & tobacco;Paper, pulp & printing;Wood & wood products;Construction;Textile & leather;Not elsewhere specified (industry);Chemical & petrochemical;Agriculture & forestry;Fishing
;2105;0.000110249;0.000140986;0.000148367;0.000148367;0.000216171;0.00013915;0.000110249;0.000154239;0.000154239;0.000154239;0.000154239;0.000114155;9.90E-05;9.90E-05
;2106;0.000111824;0.000137639;0.000142559;0.000142559;0.000164735;0.000136676;0.000111824;0.000147468;0.000147468;0.000147468;0.000147468;0.000114155;0.000123708;0.000123708
;2107;0.000112611;0.000132743;0.000138987;0.000138987;0.000150902;0.000136898;0.000112611;0.000140998;0.000140998;0.000140998;0.000140998;0.000114155;0.000177581;0.000177581
;2108;0.000118124;0.000129776;0.000138244;0.000138244;0.000135164;0.000134784;0.000118124;0.000142277;0.000142277;0.000142277;0.000142277;0.000114155;0.000201195;0.000201195
;2109;0.000116549;0.000129383;0.000133547;0.000133547;0.000115518;0.000132449;0.000116549;0.000138534;0.000138534;0.000138534;0.000138534;0.000114155;0.000160618;0.000160618
;2110;0.000110249;0.000126861;0.000125971;0.000125971;8.33E-05;0.000128875;0.000110249;0.000132262;0.000132262;0.000132262;0.000132262;0.000114155;0.000117593;0.000117593
;2111;0.000111036;0.000122647;0.000120398;0.000120398;7.00E-05;0.000123063;0.000111036;0.000125329;0.000125329;0.000125329;0.000125329;0.000114155;9.60E-05;9.60E-05
;2112;0.000114974;0.000115766;0.000117491;0.000117491;6.96E-05;0.000119954;0.000114974;0.000121848;0.000121848;0.000121848;0.000121848;0.000114155;7.74E-05;7.74E-05
;2113;0.000118124;0.000110625;0.000113854;0.000113854;6.81E-05;0.000121831;0.000118124;0.000119716;0.000119716;0.000119716;0.000119716;0.000114155;6.62E-05;6.62E-05
;2114;0.000117336;0.000109229;0.00011122;0.00011122;7.37E-05;0.000121202;0.000117336;0.000117488;0.000117488;0.000117488;0.000117488;0.000114155;6.06E-05;6.06E-05
;2115;0.000118124;0.000106568;0.000110825;0.000110825;6.98E-05;0.000120762;0.000118124;0.000115565;0.000115565;0.000115565;0.000115565;0.000114155;5.72E-05;5.72E-05
;2116;0.000110249;0.000107088;0.000112041;0.000112041;6.34E-05;0.000122943;0.000110249;0.000118581;0.000118581;0.000118581;0.000118581;0.000114155;5.50E-05;5.50E-05
;2117;0.000114974;0.000104977;0.000120545;0.000120545;6.67E-05;0.000128963;0.000114974;0.000119957;0.000119957;0.000119957;0.000119957;0.000114155;5.42E-05;5.42E-05
;2118;0.000110249;0.000113074;0.00014132;0.00014132;0.000109091;0.000139865;0.000110249;0.000125913;0.000125913;0.000125913;0.000125913;0.000114155;5.85E-05;5.85E-05
;2119;0.000110249;0.00014403;0.000158162;0.000158162;0.000201843;0.000150076;0.000110249;0.000158095;0.000158095;0.000158095;0.000158095;0.000114155;7.81E-05;7.81E-05
;2120;0.000114186;0.000164784;0.000168925;0.000168925;0.00026115;0.000156019;0.000114186;0.000170213;0.000170213;0.000170213;0.000170213;0.000114155;0.000131776;0.000131776
;2121;0.000118124;0.000164575;0.00016834;0.00016834;0.000275911;0.000158344;0.000118124;0.00017297;0.00017297;0.00017297;0.00017297;0.000114155;0.00019135;0.00019135
;2122;0.000111036;0.00015522;0.00016823;0.00016823;0.000283127;0.000159871;0.000111036;0.000175399;0.000175399;0.000175399;0.000175399;0.000114155;0.000187836;0.000187836
;2123;0.000112611;0.000155945;0.000167844;0.000167844;0.000281307;0.000159522;0.000112611;0.000169681;0.000169681;0.000169681;0.000169681;0.000114155;0.000152046;0.000152046
;2124;0.000111824;0.000156538;0.000166899;0.000166899;0.00026847;0.000158011;0.000111824;0.000172306;0.000172306;0.000172306;0.000172306;0.000114155;0.000152379;0.000152379
;2125;0.000117336;0.000142886;0.000163681;0.000163681;0.000271939;0.000156441;0.000117336;0.000171414;0.000171414;0.000171414;0.000171414;0.000114155;0.000135492;0.000135492
;2126;0.000115761;0.00015172;0.00015899;0.00015899;0.000279929;0.000153599;0.000115761;0.000168824;0.000168824;0.000168824;0.000168824;0.000114155;0.000108956;0.000108956
;2127;0.000112611;0.000152501;0.000154924;0.000154924;0.000280022;0.000147198;0.000112611;0.000166053;0.000166053;0.000166053;0.000166053;0.000114155;0.000100293;0.000100293
;2128;0.000110249;0.000152067;0.000152532;0.000152532;0.000271634;0.000143658;0.000110249;0.000163628;0.000163628;0.000163628;0.000163628;0.000114155;9.67E-05;9.67E-05
;2129;0.000118124;0.000140986;0.000148367;0.000148367;0.000216171;0.00013915;0.000118124;0.000154239;0.000154239;0.000154239;0.000154239;0.000114155;9.90E-05;9.90E-05
;2130;0.000113399;0.000137639;0.000142559;0.000142559;0.000164735;0.000136676;0.000113399;0.000147468;0.000147468;0.000147468;0.000147468;0.000114155;0.000123708;0.000123708
;2131;0.000110249;0.000132743;0.000138987;0.000138987;0.000150902;0.000136898;0.000110249;0.000140998;0.000140998;0.000140998;0.000140998;0.000114155;0.000177581;0.000177581
;2132;0.000115761;0.000129776;0.000138244;0.000138244;0.000135164;0.000134784;0.000115761;0.000142277;0.000142277;0.000142277;0.000142277;0.000114155;0.000201195;0.000201195
;2133;0.000116549;0.000129383;0.000133547;0.000133547;0.000115518;0.000132449;0.000116549;0.000138534;0.000138534;0.000138534;0.000138534;0.000114155;0.000160618;0.000160618
;2134;0.000118124;0.000126861;0.000125971;0.000125971;8.33E-05;0.000128875;0.000118124;0.000132262;0.000132262;0.000132262;0.000132262;0.000114155;0.000117593;0.000117593
;2135;0.000116549;0.000122647;0.000120398;0.000120398;7.00E-05;0.000123063;0.000116549;0.000125329;0.000125329;0.000125329;0.000125329;0.000114155;9.60E-05;9.60E-05
;2136;0.000111036;0.000115766;0.000117491;0.000117491;6.96E-05;0.000119954;0.000111036;0.000121848;0.000121848;0.000121848;0.000121848;0.000114155;7.74E-05;7.74E-05
;2137;0.000115761;0.000129099;0.000115512;0.000115512;6.66E-05;0.000118159;0.000115761;0.000115849;0.000115849;0.000115849;0.000115849;0.000114155;6.62E-05;6.62E-05
;2138;0.000117336;0.000128143;0.000113334;0.000113334;6.91E-05;0.000117462;0.000117336;0.000112815;0.000112815;0.000112815;0.000112815;0.000114155;6.06E-05;6.06E-05
;2139;0.000111036;0.000125276;0.00011342;0.00011342;6.34E-05;0.000115866;0.000111036;0.000110956;0.000110956;0.000110956;0.000110956;0.000114155;5.72E-05;5.72E-05
;2140;0.000114186;0.000122569;0.000116515;0.000116515;6.19E-05;0.000117503;0.000114186;0.000114538;0.000114538;0.000114538;0.000114538;0.000114155;5.50E-05;5.50E-05
;2141;0.000116549;0.000118182;0.000123894;0.000123894;6.53E-05;0.000121977;0.000116549;0.00011467;0.00011467;0.00011467;0.00011467;0.000114155;5.42E-05;5.42E-05
;2142;0.000118124;0.000120283;0.000142447;0.000142447;9.77E-05;0.000129792;0.000118124;0.000117293;0.000117293;0.000117293;0.000117293;0.000114155;5.85E-05;5.85E-05
;2143;0.000114186;0.000143164;0.000157675;0.000157675;0.000181567;0.000137069;0.000114186;0.000144014;0.000144014;0.000144014;0.000144014;0.000114155;7.81E-05;7.81E-05
;2144;0.000115761;0.000165038;0.000168582;0.000168582;0.000216372;0.000138958;0.000115761;0.000157364;0.000157364;0.000157364;0.000157364;0.000114155;0.000131776;0.000131776
;2145;0.000112611;0.000167187;0.000167549;0.000167549;0.000220967;0.000138856;0.000112611;0.00015942;0.00015942;0.00015942;0.00015942;0.000114155;0.00019135;0.00019135
;2146;0.000113399;0.000155839;0.000165826;0.000165826;0.000222516;0.000137393;0.000113399;0.000157814;0.000157814;0.000157814;0.000157814;0.000114155;0.000187836;0.000187836
;2147;0.000116549;0.000160597;0.000163328;0.000163328;0.000218226;0.000135174;0.000116549;0.000153097;0.000153097;0.000153097;0.000153097;0.000114155;0.000152046;0.000152046
;2148;0.000112611;0.000159515;0.000161023;0.000161023;0.000193942;0.000131903;0.000112611;0.00015109;0.00015109;0.00015109;0.00015109;0.000114155;0.000152379;0.000152379
;2149;0.000112611;0.000150861;0.000155249;0.000155249;0.000183372;0.000129102;0.000112611;0.000147741;0.000147741;0.000147741;0.000147741;0.000114155;0.000135492;0.000135492
;2150;0.000112611;0.000136188;0.000147605;0.000147605;0.000175247;0.000126719;0.000112611;0.000145302;0.000145302;0.000145302;0.000145302;0.000114155;0.000108956;0.000108956
;2151;0.000112611;0.000134428;0.000143491;0.000143491;0.000153285;0.000123657;0.000112611;0.000139368;0.000139368;0.000139368;0.000139368;0.000114155;0.000100293;0.000100293
;2152;0.000117336;0.000132769;0.000140474;0.000140474;0.000122355;0.000119105;0.000117336;0.000134954;0.000134954;0.000134954;0.000134954;0.000114155;9.67E-05;9.67E-05
;2153;0.000115761;0.000140049;0.000135567;0.000135567;9.44E-05;0.000115127;0.000115761;0.000124671;0.000124671;0.000124671;0.000124671;0.000114155;9.90E-05;9.90E-05
;2154;0.000118124;0.000139409;0.000129956;0.000129956;8.33E-05;0.000113805;0.000118124;0.000115931;0.000115931;0.000115931;0.000115931;0.000114155;0.000123708;0.000123708
;2155;0.000117336;0.000133351;0.000126378;0.000126378;5.68E-05;0.000110973;0.000117336;0.00011429;0.00011429;0.00011429;0.00011429;0.000114155;0.000177581;0.000177581
;2156;0.000110249;0.000132802;0.000122953;0.000122953;4.43E-05;0.000107679;0.000110249;0.000111248;0.000111248;0.000111248;0.000111248;0.000114155;0.000201195;0.000201195
;2157;0.000115761;0.000131089;0.00011318;0.00011318;4.18E-05;0.000104581;0.000115761;0.000102711;0.000102711;0.000102711;0.000102711;0.000114155;0.000160618;0.000160618
;2158;0.000117336;0.000125235;9.94E-05;9.94E-05;3.97E-05;0.000100159;0.000117336;8.98E-05;8.98E-05;8.98E-05;8.98E-05;0.000114155;0.000117593;0.000117593
;2159;0.000116549;0.000125018;9.04E-05;9.04E-05;3.72E-05;9.51E-05;0.000116549;8.45E-05;8.45E-05;8.45E-05;8.45E-05;0.000114155;9.60E-05;9.60E-05
;2160;0.000110249;0.00012172;8.72E-05;8.72E-05;3.50E-05;9.07E-05;0.000110249;8.21E-05;8.21E-05;8.21E-05;8.21E-05;0.000114155;7.74E-05;7.74E-05
;2161;0.000111036;0.000111155;8.68E-05;8.68E-05;3.80E-05;8.89E-05;0.000111036;8.16E-05;8.16E-05;8.16E-05;8.16E-05;0.000114155;6.62E-05;6.62E-05
;2162;0.000112611;0.000108553;8.46E-05;8.46E-05;4.08E-05;9.05E-05;0.000112611;8.02E-05;8.02E-05;8.02E-05;8.02E-05;0.000114155;6.06E-05;6.06E-05
;2163;0.000114974;0.000106754;8.43E-05;8.43E-05;3.46E-05;8.84E-05;0.000114974;7.81E-05;7.81E-05;7.81E-05;7.81E-05;0.000114155;5.72E-05;5.72E-05
;2164;0.000116549;0.000104345;8.38E-05;8.38E-05;2.87E-05;8.58E-05;0.000116549;7.73E-05;7.73E-05;7.73E-05;7.73E-05;0.000114155;5.50E-05;5.50E-05
;2165;0.000118124;0.000100877;8.52E-05;8.52E-05;2.45E-05;8.61E-05;0.000118124;7.49E-05;7.49E-05;7.49E-05;7.49E-05;0.000114155;5.42E-05;5.42E-05
;2166;0.000116549;9.85E-05;8.59E-05;8.59E-05;2.66E-05;8.74E-05;0.000116549;7.17E-05;7.17E-05;7.17E-05;7.17E-05;0.000114155;5.85E-05;5.85E-05
;2167;0.000117336;9.70E-05;8.73E-05;8.73E-05;4.52E-05;8.65E-05;0.000117336;7.82E-05;7.82E-05;7.82E-05;7.82E-05;0.000114155;7.81E-05;7.81E-05
;2168;0.000111036;9.48E-05;8.82E-05;8.82E-05;5.89E-05;8.47E-05;0.000111036;7.84E-05;7.84E-05;7.84E-05;7.84E-05;0.000114155;0.000131776;0.000131776
;2169;0.000111824;9.20E-05;8.79E-05;8.79E-05;6.36E-05;8.58E-05;0.000111824;7.97E-05;7.97E-05;7.97E-05;7.97E-05;0.000114155;0.00019135;0.00019135
;2170;0.000113399;8.94E-05;8.62E-05;8.62E-05;6.29E-05;8.63E-05;0.000113399;7.94E-05;7.94E-05;7.94E-05;7.94E-05;0.000114155;0.000187836;0.000187836
;2171;0.000118124;8.61E-05;8.43E-05;8.43E-05;5.54E-05;8.56E-05;0.000118124;7.48E-05;7.48E-05;7.48E-05;7.48E-05;0.000114155;0.000152046;0.000152046
;2172;0.000116549;8.34E-05;8.01E-05;8.01E-05;3.53E-05;8.18E-05;0.000116549;7.16E-05;7.16E-05;7.16E-05;7.16E-05;0.000114155;0.000152379;0.000152379
;2173;0.000110249;8.06E-05;7.44E-05;7.44E-05;2.49E-05;8.02E-05;0.000110249;6.97E-05;6.97E-05;6.97E-05;6.97E-05;0.000114155;0.000135492;0.000135492
;2174;0.000112611;7.93E-05;6.81E-05;6.81E-05;2.18E-05;7.90E-05;0.000112611;6.80E-05;6.80E-05;6.80E-05;6.80E-05;0.000114155;0.000108956;0.000108956
;2175;0.000115761;7.83E-05;6.37E-05;6.37E-05;2.14E-05;7.65E-05;0.000115761;6.29E-05;6.29E-05;6.29E-05;6.29E-05;0.000114155;0.000100293;0.000100293
;2176;0.000110249;7.91E-05;6.26E-05;6.26E-05;2.22E-05;7.53E-05;0.000110249;6.09E-05;6.09E-05;6.09E-05;6.09E-05;0.000114155;9.67E-05;9.67E-05
;2177;0.000111036;8.07E-05;6.20E-05;6.20E-05;2.08E-05;7.30E-05;0.000111036;5.95E-05;5.95E-05;5.95E-05;5.95E-05;0.000114155;9.90E-05;9.90E-05
;2178;0.000110249;8.18E-05;6.11E-05;6.11E-05;2.08E-05;7.30E-05;0.000110249;5.95E-05;5.95E-05;5.95E-05;5.95E-05;0.000114155;0.000123708;0.000123708
;2179;0.000113399;8.39E-05;6.01E-05;6.01E-05;2.08E-05;7.32E-05;0.000113399;6.04E-05;6.04E-05;6.04E-05;6.04E-05;0.000114155;0.000177581;0.000177581
;2180;0.000113399;8.55E-05;6.02E-05;6.02E-05;2.04E-05;7.17E-05;0.000113399;6.05E-05;6.05E-05;6.05E-05;6.05E-05;0.000114155;0.000201195;0.000201195
;2181;0.000112611;8.51E-05;5.95E-05;5.95E-05;2.01E-05;7.03E-05;0.000112611;6.10E-05;6.10E-05;6.10E-05;6.10E-05;0.000114155;0.000160618;0.000160618
;2182;0.000114186;8.42E-05;5.72E-05;5.72E-05;1.97E-05;6.89E-05;0.000114186;5.97E-05;5.97E-05;5.97E-05;5.97E-05;0.000114155;0.000117593;0.000117593
;2183;0.000111824;8.32E-05;5.58E-05;5.58E-05;2.03E-05;6.61E-05;0.000111824;5.80E-05;5.80E-05;5.80E-05;5.80E-05;0.000114155;9.60E-05;9.60E-05
;2184;0.000113399;8.36E-05;5.56E-05;5.56E-05;2.09E-05;6.20E-05;0.000113399;5.82E-05;5.82E-05;5.82E-05;5.82E-05;0.000114155;7.74E-05;7.74E-05
;2185;0.000112611;8.11E-05;5.72E-05;5.72E-05;2.10E-05;6.74E-05;0.000112611;5.44E-05;5.44E-05;5.44E-05;5.44E-05;0.000114155;6.62E-05;6.62E-05
;2186;0.000112611;8.06E-05;5.63E-05;5.63E-05;2.06E-05;6.97E-05;0.000112611;5.32E-05;5.32E-05;5.32E-05;5.32E-05;0.000114155;6.06E-05;6.06E-05
;2187;0.000110249;7.90E-05;5.61E-05;5.61E-05;1.99E-05;6.76E-05;0.000110249;5.27E-05;5.27E-05;5.27E-05;5.27E-05;0.000114155;5.72E-05;5.72E-05
;2188;0.000114186;7.74E-05;5.59E-05;5.59E-05;2.01E-05;6.69E-05;0.000114186;5.32E-05;5.32E-05;5.32E-05;5.32E-05;0.000114155;5.50E-05;5.50E-05
;2189;0.000117336;7.68E-05;5.65E-05;5.65E-05;2.00E-05;6.85E-05;0.000117336;5.22E-05;5.22E-05;5.22E-05;5.22E-05;0.000114155;5.42E-05;5.42E-05
;2190;0.000114186;7.63E-05;5.78E-05;5.78E-05;1.93E-05;6.88E-05;0.000114186;5.20E-05;5.20E-05;5.20E-05;5.20E-05;0.000114155;5.85E-05;5.85E-05
;2191;0.000111824;7.46E-05;5.87E-05;5.87E-05;1.89E-05;6.95E-05;0.000111824;5.20E-05;5.20E-05;5.20E-05;5.20E-05;0.000114155;7.81E-05;7.81E-05
;2192;0.000114186;7.22E-05;5.88E-05;5.88E-05;1.90E-05;6.94E-05;0.000114186;5.21E-05;5.21E-05;5.21E-05;5.21E-05;0.000114155;0.000131776;0.000131776
;2193;0.000114974;7.00E-05;5.86E-05;5.86E-05;2.06E-05;7.06E-05;0.000114974;5.12E-05;5.12E-05;5.12E-05;5.12E-05;0.000114155;0.00019135;0.00019135
;2194;0.000114974;6.85E-05;5.85E-05;5.85E-05;2.00E-05;7.27E-05;0.000114974;5.12E-05;5.12E-05;5.12E-05;5.12E-05;0.000114155;0.000187836;0.000187836
;2195;0.000117336;6.70E-05;5.83E-05;5.83E-05;2.01E-05;7.31E-05;0.000117336;4.90E-05;4.90E-05;4.90E-05;4.90E-05;0.000114155;0.000152046;0.000152046
;2196;0.000115761;6.67E-05;5.74E-05;5.74E-05;1.97E-05;7.35E-05;0.000115761;4.93E-05;4.93E-05;4.93E-05;4.93E-05;0.000114155;0.000152379;0.000152379
;2197;0.000117336;6.62E-05;5.61E-05;5.61E-05;1.92E-05;7.40E-05;0.000117336;4.87E-05;4.87E-05;4.87E-05;4.87E-05;0.000114155;0.000135492;0.000135492
;2198;0.000113399;6.63E-05;5.52E-05;5.52E-05;1.87E-05;7.49E-05;0.000113399;4.89E-05;4.89E-05;4.89E-05;4.89E-05;0.000114155;0.000108956;0.000108956
;2199;0.000116549;6.61E-05;5.48E-05;5.48E-05;1.88E-05;7.55E-05;0.000116549;4.83E-05;4.83E-05;4.83E-05;4.83E-05;0.000114155;0.000100293;0.000100293
;2200;0.000116549;6.66E-05;5.44E-05;5.44E-05;1.93E-05;7.59E-05;0.000116549;4.89E-05;4.89E-05;4.89E-05;4.89E-05;0.000114155;9.67E-05;9.67E-05
;2201;0.000114974;6.80E-05;5.45E-05;5.45E-05;1.94E-05;7.49E-05;0.000114974;4.91E-05;4.91E-05;4.91E-05;4.91E-05;0.000114155;9.90E-05;9.90E-05
;2202;0.000110249;6.94E-05;5.55E-05;5.55E-05;1.84E-05;7.61E-05;0.000110249;4.96E-05;4.96E-05;4.96E-05;4.96E-05;0.000114155;0.000123708;0.000123708
;2203;0.000118124;7.08E-05;5.75E-05;5.75E-05;1.96E-05;7.93E-05;0.000118124;5.08E-05;5.08E-05;5.08E-05;5.08E-05;0.000114155;0.000177581;0.000177581
;2204;0.000114974;7.20E-05;6.09E-05;6.09E-05;1.99E-05;8.03E-05;0.000114974;5.29E-05;5.29E-05;5.29E-05;5.29E-05;0.000114155;0.000201195;0.000201195
;2205;0.000118124;7.27E-05;6.66E-05;6.66E-05;2.09E-05;8.35E-05;0.000118124;5.86E-05;5.86E-05;5.86E-05;5.86E-05;0.000114155;0.000160618;0.000160618
;2206;0.000112611;7.53E-05;7.61E-05;7.61E-05;2.12E-05;8.86E-05;0.000112611;7.47E-05;7.47E-05;7.47E-05;7.47E-05;0.000114155;0.000117593;0.000117593
;2207;0.000110249;7.77E-05;8.24E-05;8.24E-05;2.19E-05;8.83E-05;0.000110249;7.93E-05;7.93E-05;7.93E-05;7.93E-05;0.000114155;9.60E-05;9.60E-05
;2208;0.000117336;7.90E-05;8.50E-05;8.50E-05;2.23E-05;8.84E-05;0.000117336;8.10E-05;8.10E-05;8.10E-05;8.10E-05;0.000114155;7.74E-05;7.74E-05
;2209;0.000112611;8.19E-05;9.12E-05;9.12E-05;2.76E-05;9.18E-05;0.000112611;9.91E-05;9.91E-05;9.91E-05;9.91E-05;0.000114155;6.62E-05;6.62E-05
;2210;0.000114974;8.21E-05;9.15E-05;9.15E-05;2.83E-05;9.51E-05;0.000114974;9.85E-05;9.85E-05;9.85E-05;9.85E-05;0.000114155;6.06E-05;6.06E-05
;2211;0.000113399;8.24E-05;9.23E-05;9.23E-05;2.67E-05;9.54E-05;0.000113399;9.53E-05;9.53E-05;9.53E-05;9.53E-05;0.000114155;5.72E-05;5.72E-05
;2212;0.000114974;8.32E-05;9.82E-05;9.82E-05;2.64E-05;0.000100034;0.000114974;9.89E-05;9.89E-05;9.89E-05;9.89E-05;0.000114155;5.50E-05;5.50E-05
;2213;0.000111036;9.08E-05;0.000107574;0.000107574;2.83E-05;0.000109267;0.000111036;9.83E-05;9.83E-05;9.83E-05;9.83E-05;0.000114155;5.42E-05;5.42E-05
;2214;0.000110249;0.000112844;0.000126959;0.000126959;6.05E-05;0.000126039;0.000110249;0.000111265;0.000111265;0.000111265;0.000111265;0.000114155;5.85E-05;5.85E-05
;2215;0.000116549;0.000138669;0.00015283;0.00015283;0.000150155;0.000140986;0.000116549;0.000141835;0.000141835;0.000141835;0.000141835;0.000114155;7.81E-05;7.81E-05
;2216;0.000118124;0.000145942;0.000162574;0.000162574;0.00022329;0.000149336;0.000118124;0.000156338;0.000156338;0.000156338;0.000156338;0.000114155;0.000131776;0.000131776
;2217;0.000118124;0.000141174;0.00016205;0.00016205;0.000254409;0.000154134;0.000118124;0.000159955;0.000159955;0.000159955;0.000159955;0.000114155;0.00019135;0.00019135
;2218;0.000112611;0.000139163;0.000161981;0.000161981;0.000271906;0.000156274;0.000112611;0.000162921;0.000162921;0.000162921;0.000162921;0.000114155;0.000187836;0.000187836
;2219;0.000113399;0.00013967;0.000161413;0.000161413;0.00027203;0.000157378;0.000113399;0.000155597;0.000155597;0.000155597;0.000155597;0.000114155;0.000152046;0.000152046
;2220;0.000116549;0.000135608;0.000162379;0.000162379;0.000255519;0.000154965;0.000116549;0.000158764;0.000158764;0.000158764;0.000158764;0.000114155;0.000152379;0.000152379
;2221;0.000110249;0.000135384;0.000159504;0.000159504;0.000259197;0.000153373;0.000110249;0.000160686;0.000160686;0.000160686;0.000160686;0.000114155;0.000135492;0.000135492
;2222;0.000114974;0.000139152;0.00015491;0.00015491;0.000257525;0.000152407;0.000114974;0.000161333;0.000161333;0.000161333;0.000161333;0.000114155;0.000108956;0.000108956
;2223;0.000114186;0.000141128;0.000152027;0.000152027;0.000255783;0.000145667;0.000114186;0.000159998;0.000159998;0.000159998;0.000159998;0.000114155;0.000100293;0.000100293
;2224;0.000114186;0.000137523;0.000149981;0.000149981;0.000259596;0.000143376;0.000114186;0.000157527;0.000157527;0.000157527;0.000157527;0.000114155;9.67E-05;9.67E-05
;2225;0.000116549;0.000133191;0.000145522;0.000145522;0.000195356;0.000138029;0.000116549;0.000148383;0.000148383;0.000148383;0.000148383;0.000114155;9.90E-05;9.90E-05
;2226;0.000114974;0.000132453;0.000138404;0.000138404;0.000150979;0.000134917;0.000114974;0.000140166;0.000140166;0.000140166;0.000140166;0.000114155;0.000123708;0.000123708
;2227;0.000116549;0.000134059;0.000135541;0.000135541;0.00013718;0.000134955;0.000116549;0.000135041;0.000135041;0.000135041;0.000135041;0.000114155;0.000177581;0.000177581
;2228;0.000112611;0.000135427;0.000135428;0.000135428;0.000126417;0.00013361;0.000112611;0.000135604;0.000135604;0.000135604;0.000135604;0.000114155;0.000201195;0.000201195
;2229;0.000118124;0.000135445;0.000131076;0.000131076;0.000110341;0.000132112;0.000118124;0.00013331;0.00013331;0.00013331;0.00013331;0.000114155;0.000160618;0.000160618
;2230;0.000117336;0.000131583;0.000124773;0.000124773;7.44E-05;0.000127956;0.000117336;0.000126911;0.000126911;0.000126911;0.000126911;0.000114155;0.000117593;0.000117593
;2231;0.000115761;0.000124875;0.000120593;0.000120593;6.08E-05;0.000121775;0.000115761;0.000120009;0.000120009;0.000120009;0.000120009;0.000114155;9.60E-05;9.60E-05
;2232;0.000118124;0.000120174;0.000119141;0.000119141;6.49E-05;0.000121117;0.000118124;0.000115219;0.000115219;0.000115219;0.000115219;0.000114155;7.74E-05;7.74E-05
;2233;0.000110249;0.000113754;0.000111788;0.000111788;6.93E-05;0.000122699;0.000110249;0.000119747;0.000119747;0.000119747;0.000119747;0.000114155;6.62E-05;6.62E-05
;2234;0.000118124;0.000111794;0.000108836;0.000108836;7.44E-05;0.000121857;0.000118124;0.000117521;0.000117521;0.000117521;0.000117521;0.000114155;6.06E-05;6.06E-05
;2235;0.000114186;0.00010988;0.000108898;0.000108898;7.02E-05;0.000121591;0.000114186;0.000115597;0.000115597;0.000115597;0.000115597;0.000114155;5.72E-05;5.72E-05
;2236;0.000111824;0.000109103;0.000109668;0.000109668;6.40E-05;0.000123856;0.000111824;0.000118609;0.000118609;0.000118609;0.000118609;0.000114155;5.50E-05;5.50E-05
;2237;0.000113399;0.000113709;0.000118028;0.000118028;6.68E-05;0.000130759;0.000113399;0.000119936;0.000119936;0.000119936;0.000119936;0.000114155;5.42E-05;5.42E-05
;2238;0.000110249;0.000132645;0.000136838;0.000136838;0.000107629;0.000142841;0.000110249;0.000125802;0.000125802;0.000125802;0.000125802;0.000114155;5.85E-05;5.85E-05
;2239;0.000110249;0.000151694;0.000154072;0.000154072;0.000200101;0.000152765;0.000110249;0.00015806;0.00015806;0.00015806;0.00015806;0.000114155;7.81E-05;7.81E-05
;2240;0.000114186;0.000156813;0.000165312;0.000165312;0.00025915;0.000158539;0.000114186;0.000170191;0.000170191;0.000170191;0.000170191;0.000114155;0.000131776;0.000131776
;2241;0.000114974;0.000148785;0.000164962;0.000164962;0.000274504;0.000160366;0.000114974;0.00017296;0.00017296;0.00017296;0.00017296;0.000114155;0.00019135;0.00019135
;2242;0.000113399;0.000144838;0.000164316;0.000164316;0.000281464;0.000162078;0.000113399;0.000175411;0.000175411;0.000175411;0.000175411;0.000114155;0.000187836;0.000187836
;2243;0.000112611;0.000142178;0.000164359;0.000164359;0.000280168;0.000160947;0.000112611;0.000169642;0.000169642;0.000169642;0.000169642;0.000114155;0.000152046;0.000152046
;2244;0.000110249;0.00013726;0.000163344;0.000163344;0.000268045;0.000159019;0.000110249;0.000172279;0.000172279;0.000172279;0.000172279;0.000114155;0.000152379;0.000152379
;2245;0.000114186;0.000135865;0.000159977;0.000159977;0.000270934;0.000157623;0.000114186;0.000171396;0.000171396;0.000171396;0.000171396;0.000114155;0.000135492;0.000135492
;2246;0.000115761;0.000139644;0.000155109;0.000155109;0.000279019;0.000154591;0.000115761;0.000168815;0.000168815;0.000168815;0.000168815;0.000114155;0.000108956;0.000108956
;2247;0.000112611;0.000140855;0.00015073;0.00015073;0.00027908;0.000147417;0.000112611;0.000166056;0.000166056;0.000166056;0.000166056;0.000114155;0.000100293;0.000100293
;2248;0.000117336;0.000134684;0.000148714;0.000148714;0.00027048;0.000144072;0.000117336;0.000163652;0.000163652;0.000163652;0.000163652;0.000114155;9.67E-05;9.67E-05
;2249;0.000114186;0.000131233;0.00014461;0.00014461;0.000213942;0.000139712;0.000114186;0.000154247;0.000154247;0.000154247;0.000154247;0.000114155;9.90E-05;9.90E-05
;2250;0.000116549;0.000131243;0.000138899;0.000138899;0.000162342;0.000137949;0.000116549;0.000147481;0.000147481;0.000147481;0.000147481;0.000114155;0.000123708;0.000123708
;2251;0.000114974;0.000131741;0.000134924;0.000134924;0.00014913;0.000138828;0.000114974;0.000140995;0.000140995;0.000140995;0.000140995;0.000114155;0.000177581;0.000177581
;2252;0.000110249;0.000132656;0.000134384;0.000134384;0.000134154;0.000136131;0.000110249;0.000142284;0.000142284;0.000142284;0.000142284;0.000114155;0.000201195;0.000201195
;2253;0.000111036;0.000131226;0.000129924;0.000129924;0.000114459;0.00013388;0.000111036;0.000138548;0.000138548;0.000138548;0.000138548;0.000114155;0.000160618;0.000160618
;2254;0.000111824;0.000126777;0.000122547;0.000122547;8.35E-05;0.000130039;0.000111824;0.000132293;0.000132293;0.000132293;0.000132293;0.000114155;0.000117593;0.000117593
