;bm_st;hy_rs;wi_on;wi_off;so_ro;nu;li_st;hc_cc;ng_cc;hc_st;ng_ce;ng_gt;ng_st;so_op;hy_rr
3561;5001;2331;1099;2341;16732;7972;10619;2036;3865;0;0;0;0;0;0
3562;5010;2249;1072;2648;21206;7964;9735;1967;3249;0;0;0;0;0;0
3563;5051;2199;1082;3117;24133;7962;8711;1850;3054;0;0;0;0;0;0
3564;5057;2177;918;3395;25360;7958;7088;1820;2871;0;0;0;0;0;0
3565;5055;2168;618;4071;26174;7960;5960;1814;2904;0;0;0;0;0;0
3566;5052;2058;436;4588;26607;7750;5324;1794;2775;0;0;0;0;0;0
3567;5038;2072;390;5221;25864;7628;5168;1774;2811;0;0;0;0;0;0
3568;4999;2070;500;5856;22874;7862;5546;1789;2885;0;0;0;0;0;0
3569;4933;2110;550;6245;17338;7932;6798;1804;3140;0;0;0;0;0;0
3570;4776;2082;642;6569;10882;7868;8851;1927;3665;0;0;0;0;0;0
3571;4759;2093;685;6141;4691;7923;9605;1980;4026;0;0;0;0;0;0
3572;4757;2135;623;5937;1215;7921;9853;1969;4118;0;0;0;0;0;0
3573;4776;2169;605;6433;56;7926;9910;1946;4141;0;0;0;0;0;0
3574;4767;2115;525;7213;0;7929;9816;2104;4142;0;0;0;0;0;0
3575;4771;1998;532;7447;0;7926;9396;2458;3970;0;0;0;0;0;0
3576;4763;1953;495;7256;0;7923;8399;2417;3789;0;0;0;0;0;0
3577;4755;2010;505;7010;0;7923;6702;1994;3681;0;0;0;0;0;0
3578;4755;1995;392;6785;0;7938;5573;1856;3394;0;0;0;0;0;0
3579;4742;2028;335;6493;0;7949;4816;1753;3323;0;0;0;0;0;0
3580;4726;1911;343;5708;3;7915;4714;1847;3356;0;0;0;0;0;0
3581;4728;1916;323;5116;332;7760;4685;1991;3338;0;0;0;0;0;0
3582;4730;1940;282;4487;2693;7671;4588;1996;3369;0;0;0;0;0;0
3583;4730;1924;201;2736;8443;7655;4593;2009;3342;0;0;0;0;0;0
3584;4774;1952;97;1798;16175;7699;4571;1938;3206;0;0;0;0;0;0
3585;4781;1999;73;2197;23538;7768;4590;1835;2804;0;0;0;0;0;0
3586;4791;1949;80;2731;28958;7931;4576;1633;2785;0;0;0;0;0;0
3587;4788;1940;89;3631;32067;7884;4561;1620;2775;0;0;0;0;0;0
3588;4792;1952;80;4365;33436;7499;4560;1617;2772;0;0;0;0;0;0
3589;4794;1861;127;4097;33221;6569;4519;1602;2768;0;0;0;0;0;0
3590;4783;1865;157;4764;32094;6268;4542;1597;2783;0;0;0;0;0;0
3591;4756;1902;140;4632;29661;6189;4541;1591;2809;0;0;0;0;0;0
3592;4744;1921;136;5358;25277;6723;4593;1619;2870;0;0;0;0;0;0
3593;4734;1936;155;5796;18886;7677;5096;1636;3063;0;0;0;0;0;0
3594;4732;1958;183;5589;11465;7843;7017;2076;3657;0;0;0;0;0;0
3595;4727;2017;200;5122;4859;7901;8595;2259;4092;0;0;0;0;0;0
3596;4749;1993;268;4560;1276;7904;9299;2328;4086;0;0;0;0;0;0
3597;4759;2021;223;5287;60;7904;9403;2355;4021;0;0;0;0;0;0
3598;4759;1965;218;6499;0;7912;9451;2353;3960;0;0;0;0;0;0
3599;4781;1933;202;7156;0;7899;9475;2258;3853;0;0;0;0;0;0
3600;4778;1908;160;7218;0;7917;8550;2141;3621;0;0;0;0;0;0
3601;4768;1890;213;6552;0;7922;8523;2139;3675;0;0;0;0;0;0
3602;4757;1883;221;5758;0;7927;8776;2266;3844;0;0;0;0;0;0
3603;4759;1877;187;4875;0;7931;8989;2272;3948;0;0;0;0;0;0
3604;4737;1893;200;4201;3;7944;9512;2418;4324;0;0;0;0;0;0
3605;4728;1884;156;3546;346;7946;10545;2432;5039;0;0;0;0;0;0
3606;4725;2077;83;2653;2739;7963;11483;2675;6044;0;0;0;0;0;0
3607;4730;2249;66;1527;8677;7975;11561;2913;6174;0;0;0;0;0;0
3608;4760;2084;80;708;16702;7957;11466;2862;6175;0;0;0;0;0;0
3609;4772;2119;111;878;24476;7918;11110;2712;6040;0;0;0;0;0;0
3610;4772;2054;119;1703;30232;7836;10330;2213;5526;0;0;0;0;0;0
3611;4748;2048;105;2328;33587;7826;10334;2008;5197;0;0;0;0;0;0
3612;4723;2083;110;2566;34845;7829;9581;2005;4976;0;0;0;0;0;0
3613;4722;2060;132;2573;35101;7818;9079;1993;4693;0;0;0;0;0;0
3614;4715;2146;185;2662;33852;7809;8859;1970;4176;0;0;0;0;0;0
3615;4736;2136;322;2768;30896;7803;8878;1970;4196;0;0;0;0;0;0
3616;4726;2094;373;3033;26112;7874;9318;2009;4650;0;0;0;0;0;0
3617;4705;2092;502;3255;19474;7878;10656;2304;5477;0;0;0;0;0;0
3618;4731;2166;780;3355;11820;7862;11128;2599;6157;0;0;0;0;0;0
3619;4738;2174;884;3433;4935;7867;11276;2953;6361;0;0;0;0;0;0
3620;4750;2245;981;3532;1240;7881;11291;2954;6376;0;0;0;0;0;0
3621;4754;2150;874;4615;65;7889;11230;2936;6389;0;0;0;0;0;0
3622;4746;2128;862;5862;0;7891;11123;2920;6387;0;0;0;0;0;0
3623;4744;2112;942;6290;0;7903;11105;2464;6134;0;0;0;0;0;0
3624;4723;2033;1077;6207;0;7902;10913;2077;5681;0;0;0;0;0;0
3625;4716;2054;1149;5802;0;7915;10518;1954;5234;0;0;0;0;0;0
3626;4726;2012;1217;5447;0;7894;10239;1941;5123;0;0;0;0;0;0
3627;4728;1959;1211;4845;0;7921;10267;1951;5152;0;0;0;0;0;0
3628;4719;1925;1180;4378;3;7933;10342;2064;5268;0;0;0;0;0;0
3629;4713;1932;1082;3917;354;7945;10910;2247;5559;0;0;0;0;0;0
3630;4705;2032;764;3424;2732;7951;11134;2628;5986;0;0;0;0;0;0
3631;4711;2091;470;2623;8376;7952;11021;2739;6375;0;0;0;0;0;0
3632;4710;2080;342;1427;16034;7939;10947;2754;6307;0;0;0;0;0;0
3633;4730;2102;300;1472;23355;7914;10825;2492;6300;0;0;0;0;0;0
3634;4713;2062;258;2506;29033;7895;10605;2274;5682;0;0;0;0;0;0
3635;4690;2120;154;3447;32521;7879;10351;2257;4329;0;0;0;0;0;0
3636;4716;2128;112;3755;34153;7854;9388;2067;3896;0;0;0;0;0;0
3637;4713;2129;102;3980;34163;7855;8497;2039;3779;0;0;0;0;0;0
3638;4707;2058;288;4211;32368;7838;8190;2026;3567;0;0;0;0;0;0
3639;4689;2088;714;4384;29151;7826;8354;2101;3730;0;0;0;0;0;0
3640;4667;2159;1004;4720;24272;7833;9054;2327;4099;0;0;0;0;0;0
3641;4685;2181;1055;4839;17672;7828;10323;2557;5067;0;0;0;0;0;0
3642;4695;2216;1287;5058;10589;7818;10773;3284;5891;0;0;0;0;0;0
3643;4720;2202;1413;5051;4740;7814;10807;3418;6179;0;0;0;0;0;0
3644;4738;2224;1367;5116;1300;7823;10900;3391;6137;0;0;0;0;0;0
3645;4731;2166;1265;6279;69;7832;10939;3344;6195;0;0;0;0;0;0
3646;4742;2222;1117;7627;0;7845;10943;3119;6109;0;0;0;0;0;0
3647;4725;2123;1170;8383;0;7840;10821;2916;5543;0;0;0;0;0;0
3648;4714;2253;1369;8254;0;7844;10218;2379;4477;0;0;0;0;0;0
3649;4701;2193;1581;7854;0;7860;9368;2065;4313;0;0;0;0;0;0
3650;4729;2204;1459;7573;0;7878;9112;2010;3850;0;0;0;0;0;0
3651;4730;2269;1459;7038;0;7877;9072;2038;3955;0;0;0;0;0;0
3652;4709;2169;1377;6851;3;7805;9430;2204;4292;0;0;0;0;0;0
3653;4706;2163;1284;7279;331;7693;9146;2367;4337;0;0;0;0;0;0
3654;4700;2105;1833;7096;2533;7697;10479;2642;4611;0;0;0;0;0;0
3655;4720;2272;2635;5926;7465;7708;10750;3041;4669;0;0;0;0;0;0
3656;4740;2189;3536;5138;14736;7682;10699;2985;4565;0;0;0;0;0;0
3657;4723;2146;4219;4595;22125;7689;10073;2494;4042;0;0;0;0;0;0
3658;4701;2150;4335;4851;28255;7680;9522;2366;3982;0;0;0;0;0;0
3659;4711;2122;4495;5389;32014;7668;8617;2150;3838;0;0;0;0;0;0
3660;4709;2106;4351;5969;33872;7646;7950;2101;3536;0;0;0;0;0;0
3661;4682;2074;4264;6481;34022;7643;7304;2121;3450;0;0;0;0;0;0
3662;4661;2212;4010;6629;32319;7624;7473;2133;3337;0;0;0;0;0;0
3663;4656;2115;3888;6629;29055;7610;7686;2169;3359;0;0;0;0;0;0
3664;4641;2181;4076;6525;24273;7582;8035;2211;3352;0;0;0;0;0;0
3665;4625;2219;4207;6456;18032;7568;9510;2627;3878;0;0;0;0;0;0
3666;4657;2228;4521;6921;10871;7615;10824;3052;4617;0;0;0;0;0;0
3667;4670;2334;4571;7586;4668;7779;10866;3291;4858;0;0;0;0;0;0
3668;4672;2203;4569;8685;1268;7775;10959;3245;4854;0;0;0;0;0;0
3669;4681;2102;4488;11901;72;7747;10883;3063;4964;0;0;0;0;0;0
3670;4682;2183;4155;14533;0;7787;10674;2789;4672;0;0;0;0;0;0
3671;4687;2129;3706;15702;0;7756;9979;2543;3927;0;0;0;0;0;0
3672;4688;2196;3134;16303;0;7651;8632;2258;3200;0;0;0;0;0;0
3673;4677;2236;2826;15813;0;7613;8192;2308;3209;0;0;0;0;0;0
3674;4673;2287;2762;15016;0;7618;8189;2315;3217;0;0;0;0;0;0
3675;4684;2278;2450;13910;0;7547;8282;2107;3208;0;0;0;0;0;0
3676;4692;2350;2008;13250;4;7548;8297;2135;3199;0;0;0;0;0;0
3677;4671;2298;1789;12632;383;7551;8369;2329;3324;0;0;0;0;0;0
3678;4674;2219;1790;11136;2757;7547;9152;2303;3580;0;0;0;0;0;0
3679;4700;2169;2003;7974;7751;7579;10467;2359;3694;0;0;0;0;0;0
3680;4716;2371;1850;5184;14445;7562;10285;2539;3692;0;0;0;0;0;0
3681;4698;2317;1644;4667;20918;7473;9776;2796;3654;0;0;0;0;0;0
3682;4688;2173;1642;5824;26012;7294;8054;3182;3379;0;0;0;0;0;0
3683;4667;2472;1726;6554;28949;7251;7392;3388;3303;0;0;0;0;0;0
3684;4658;2337;1539;6462;29552;7218;7499;3492;3399;0;0;0;0;0;0
3685;4639;2382;1058;6297;28663;7198;8171;3571;3458;0;0;0;0;0;0
3686;4641;2238;977;6082;26465;7185;8973;3248;3469;0;0;0;0;0;0
3687;4617;2151;1180;5323;22534;7362;9763;2921;3506;0;0;0;0;0;0
3688;4596;2191;1487;6194;18082;7486;10210;2927;3865;0;0;0;0;0;0
3689;4596;2197;2338;6978;12689;7595;10135;3222;4299;0;0;0;0;0;0
3690;4620;2160;3292;7313;7426;7676;10136;3075;5176;0;0;0;0;0;0
3691;4652;2319;4349;7230;3268;7681;10820;2599;5362;0;0;0;0;0;0
3692;4658;2361;4044;6719;873;7705;10958;2749;5368;0;0;0;0;0;0
3693;4670;2360;2991;7131;53;7756;10962;2678;5129;0;0;0;0;0;0
3694;4673;2139;2813;7903;0;7769;10945;2752;5063;0;0;0;0;0;0
3695;4678;2165;2544;7615;0;7787;10875;2576;4535;0;0;0;0;0;0
3696;4672;2253;2257;6930;0;7791;10830;2300;4251;0;0;0;0;0;0
3697;4659;2321;1993;6327;0;7792;10370;2025;4292;0;0;0;0;0;0
3698;4668;2280;1690;5714;0;7787;10061;1924;3887;0;0;0;0;0;0
3699;4657;2415;1297;4726;0;7785;10053;2064;4139;0;0;0;0;0;0
3700;4650;2289;1005;3906;3;7791;10379;2082;4132;0;0;0;0;0;0
3701;4641;2318;690;3573;241;7797;10578;1989;4681;0;0;0;0;0;0
3702;4400;2293;466;3368;1825;7817;10941;2933;5691;0;0;0;0;0;0
3703;4340;2400;277;2863;5011;7815;11002;3498;6240;0;0;0;0;0;0
3704;4370;2392;155;1988;9415;7653;10767;4091;6288;0;0;0;0;0;0
3705;4368;2394;98;1466;14922;7619;10369;4264;6262;0;0;0;0;0;0
3706;4380;2195;99;1171;20347;7542;10066;4115;6241;0;0;0;0;0;0
3707;4551;2252;83;1055;24593;7504;10123;3966;6358;0;0;0;0;0;0
3708;4459;2352;71;1199;26696;7514;9624;4096;6142;0;0;0;0;0;0
3709;4390;2427;142;1399;26067;7551;9677;4089;6332;0;0;0;0;0;0
3710;4371;2394;255;1449;23362;7581;9727;3788;6267;0;0;0;0;0;0
3711;4350;2396;249;1946;19877;7571;10231;3386;6276;0;0;0;0;0;0
3712;4337;2278;222;2290;16794;7551;10622;3385;6235;0;0;0;0;0;0
3713;4331;2313;269;2537;12727;7685;10801;3157;6335;0;0;0;0;0;0
3714;4334;2432;338;2891;7930;7731;11026;3121;6286;0;0;0;0;0;0
3715;4336;2354;425;3414;3677;7732;11069;3376;6009;0;0;0;0;0;0
3716;4338;2323;573;3761;973;7736;11063;3582;6037;0;0;0;0;0;0
3717;4344;2224;854;4286;43;7750;10644;3612;6094;0;0;0;0;0;0
3718;4340;2370;1040;4177;0;7745;10425;3469;6082;0;0;0;0;0;0
3719;4336;2349;1050;4184;0;7754;10048;3016;5535;0;0;0;0;0;0
3720;4448;2314;996;4212;0;7760;10056;2357;4289;0;0;0;0;0;0
3721;4453;2379;841;3984;0;7767;10177;2013;3964;0;0;0;0;0;0
3722;4444;2374;785;3963;0;7784;10171;1889;3826;0;0;0;0;0;0
3723;4615;2430;691;3850;0;7791;10030;1879;3656;0;0;0;0;0;0
3724;4630;2410;734;3698;4;7788;10058;1848;3613;0;0;0;0;0;0
3725;4627;2397;794;3615;383;7781;10073;1806;3502;0;0;0;0;0;0
3726;4635;2354;865;3119;2300;7794;10330;1785;3821;0;0;0;0;0;0
3727;4641;2359;851;2116;5897;7786;10571;1806;3977;0;0;0;0;0;0
3728;4659;2471;795;1598;10528;7633;10727;2156;3907;0;0;0;0;0;0
3729;4667;2540;671;1564;15014;7608;10831;2174;4004;0;0;0;0;0;0
3730;4673;2487;738;1757;18271;7609;10830;2115;3909;0;0;0;0;0;0
3731;4676;2494;922;1897;20267;7619;10714;2125;4035;0;0;0;0;0;0
3732;4671;2587;655;2150;21888;7597;10471;2113;3871;0;0;0;0;0;0
3733;4674;2401;608;2328;22841;7543;10311;2067;3687;0;0;0;0;0;0
3734;4634;2448;812;3049;20697;7647;9716;2051;3400;0;0;0;0;0;0
3735;4608;2390;765;3891;17873;7760;10130;1813;3624;0;0;0;0;0;0
3736;4599;2414;745;4840;14708;7768;10263;1807;3650;0;0;0;0;0;0
3737;4607;2577;632;5402;9755;7770;10569;1875;3891;0;0;0;0;0;0
3738;4606;2389;583;6044;5609;7769;10714;2001;4045;0;0;0;0;0;0
3739;4609;2408;582;5891;2556;7777;10699;2147;4194;0;0;0;0;0;0
3740;4636;2487;673;5757;731;7791;10713;2172;4147;0;0;0;0;0;0
3741;4662;2442;670;5504;45;7798;10734;2098;4093;0;0;0;0;0;0
3742;4669;2520;651;5173;0;7798;10740;2044;4074;0;0;0;0;0;0
3743;4669;2383;683;5059;0;7798;10605;1974;4008;0;0;0;0;0;0
3744;4670;2398;827;4717;0;7805;10304;1751;3480;0;0;0;0;0;0
3745;4661;2375;1020;4397;0;7819;10118;2125;3563;0;0;0;0;0;0
3746;4674;2444;1175;4176;0;7829;9497;2148;3559;0;0;0;0;0;0
3747;4661;2465;1184;3982;0;7835;9174;2204;3434;0;0;0;0;0;0
3748;4658;2390;1334;3888;6;7824;8845;2169;3271;0;0;0;0;0;0
3749;4642;2265;1577;3942;234;7618;8705;2048;3276;0;0;0;0;0;0
3750;4651;2300;1857;3695;1111;7371;8762;1986;3160;0;0;0;0;0;0
3751;4644;2318;2047;3274;2950;7091;8810;1996;2947;0;0;0;0;0;0
3752;4658;2218;2065;2879;5448;6945;8799;2006;2933;0;0;0;0;0;0
3753;4677;2306;2149;2543;8284;6939;9123;2019;2981;0;0;0;0;0;0
3754;4656;2347;1886;2298;11087;7017;9205;2032;2990;0;0;0;0;0;0
3755;4681;2309;1734;2207;13163;7266;9167;2036;3106;0;0;0;0;0;0
3756;4705;2258;1625;2360;14609;7410;9197;2047;2878;0;0;0;0;0;0
3757;4716;2255;1454;2553;15048;7415;8979;2024;2872;0;0;0;0;0;0
3758;4714;2321;1311;2971;14594;7421;8861;2027;2823;0;0;0;0;0;0
3759;4698;2321;1246;3374;13103;7426;8830;2009;2915;0;0;0;0;0;0
3760;4667;2330;1305;3692;10834;7435;9323;2016;2898;0;0;0;0;0;0
3761;4643;2327;1422;3891;8091;7431;9911;2088;3287;0;0;0;0;0;0
3762;4648;2403;1416;4231;5030;7435;10946;2401;3722;0;0;0;0;0;0
3763;4655;2456;1458;4440;2423;7437;11364;2830;4047;0;0;0;0;0;0
3764;4665;2345;1378;4331;705;7447;11561;3057;4063;0;0;0;0;0;0
3765;4673;2478;1404;4242;40;7458;11588;3169;4115;0;0;0;0;0;0
3766;4677;2481;1265;3895;0;7474;11592;3207;4120;0;0;0;0;0;0
3767;4668;2388;1137;3669;0;7483;11533;2965;4167;0;0;0;0;0;0
3768;4678;2283;1051;3377;0;7489;11364;2806;3919;0;0;0;0;0;0
3769;4671;2255;889;3082;0;7503;11321;2800;4025;0;0;0;0;0;0
3770;4657;2291;685;2807;0;7506;11303;2778;4088;0;0;0;0;0;0
3771;4646;2223;505;2468;0;7510;11321;2798;4366;0;0;0;0;0;0
3772;4637;2261;405;2396;6;7517;11551;3134;4883;0;0;0;0;0;0
3773;4633;2263;246;2410;275;7522;11913;3867;5756;0;0;0;0;0;0
3774;4613;2330;244;2219;1578;7529;12248;4642;7452;0;0;0;0;0;0
3775;4618;2376;237;1955;4396;7537;12349;5102;8764;0;0;0;0;0;0
3776;4642;2373;263;1630;8413;7544;12365;5278;9063;0;0;0;0;0;0
3777;4632;2375;275;1545;12972;7553;12330;5230;8951;0;0;0;0;0;0
3778;4631;2352;230;1453;16900;7549;12327;5115;9157;0;0;0;0;0;0
3779;4645;2396;267;1359;19620;7552;12187;4807;9289;0;0;0;0;0;0
3780;4643;2425;204;1349;21074;7549;12103;4516;9242;0;0;0;0;0;0
3781;4655;2499;125;1392;21754;7548;12017;4563;9171;0;0;0;0;0;0
3782;4647;2491;112;1542;21458;7548;11999;4548;9054;0;0;0;0;0;0
3783;4643;2453;129;1820;19766;7554;12102;4504;8957;0;0;0;0;0;0
3784;4628;2473;221;2301;16618;7556;12246;4183;8740;0;0;0;0;0;0
3785;4599;2491;328;2746;12402;7560;12248;4316;8754;0;0;0;0;0;0
3786;4621;2514;400;3247;7822;7567;12217;4648;8825;0;0;0;0;0;0
3787;4622;2471;300;3787;3752;7574;12273;4711;8990;0;0;0;0;0;0
3788;4628;2438;267;4050;1181;7582;12149;4674;8926;0;0;0;0;0;0
3789;4646;2422;292;4646;81;7592;12214;4655;9083;0;0;0;0;0;0
3790;4656;2419;303;4765;0;7603;12236;4657;8845;0;0;0;0;0;0
3791;4648;2445;231;4622;0;7620;12261;4087;8097;0;0;0;0;0;0
3792;4642;2427;138;4489;0;7628;12063;3799;7843;0;0;0;0;0;0
3793;4643;2386;71;4092;0;7636;11851;3905;7733;0;0;0;0;0;0
3794;4652;2370;21;3733;0;7650;12020;3987;7446;0;0;0;0;0;0
3795;4636;2440;8;3269;0;7655;12307;4009;7535;0;0;0;0;0;0
3796;4620;2397;21;2950;5;7669;12378;4081;7586;0;0;0;0;0;0
3797;4619;2436;59;2750;355;7679;12433;4457;7740;0;0;0;0;0;0
3798;4619;2428;46;2177;2199;7685;12560;5458;8494;0;0;0;0;0;0
3799;4653;2433;47;1267;5846;7692;12676;6049;8946;0;0;0;0;0;0
3800;4667;2437;53;680;10886;7692;12720;6138;9021;0;0;0;0;0;0
3801;4647;2373;44;505;16425;7692;12755;6095;8915;0;0;0;0;0;0
3802;4649;2348;7;531;21341;7692;12662;5840;8810;0;0;0;0;0;0
3803;4628;2299;9;634;25057;7694;12539;5789;8570;0;0;0;0;0;0
3804;4615;2379;18;787;26681;7693;12342;5320;8698;0;0;0;0;0;0
3805;4614;2519;32;956;25954;7686;12353;5142;8983;0;0;0;0;0;0
3806;4601;2423;52;1238;24927;7684;12245;4990;8853;0;0;0;0;0;0
3807;4580;2454;83;1661;22618;7685;12143;5088;8806;0;0;0;0;0;0
3808;4548;2466;120;2103;18615;7692;12390;5241;8877;0;0;0;0;0;0
3809;4528;2521;175;2393;13814;7701;12342;5646;9047;0;0;0;0;0;0
3810;4565;2550;215;2900;8475;7703;12385;6025;9043;0;0;0;0;0;0
3811;4584;2557;238;2828;4051;7711;12478;6344;9345;0;0;0;0;0;0
3812;4591;2570;187;2804;1303;7715;12471;6458;9458;0;0;0;0;0;0
3813;4605;2536;140;3041;112;7731;12413;6215;9394;0;0;0;0;0;0
3814;4614;2338;114;3388;0;7739;12363;5904;9323;0;0;0;0;0;0
3815;4604;2279;142;3440;0;7748;12365;5068;8651;0;0;0;0;0;0
3816;4590;2245;145;3055;0;7752;12149;4325;7594;0;0;0;0;0;0
3817;4591;2236;125;2703;0;7758;11864;4153;7328;0;0;0;0;0;0
3818;4614;2248;102;2295;0;7763;11888;3923;7098;0;0;0;0;0;0
3819;4586;2239;88;1868;0;7767;12184;3731;7276;0;0;0;0;0;0
3820;4409;2232;56;1523;6;7771;12182;3730;7412;0;0;0;0;0;0
3821;4313;2319;63;1321;383;7783;12201;3821;8112;0;0;0;0;0;0
3822;4446;2308;67;1117;2540;7782;12461;4343;8578;0;0;0;0;0;0
3823;4552;2318;60;825;6984;7770;12495;5569;8552;0;0;0;0;0;0
3824;4597;2314;51;470;13295;7765;12448;6336;8478;0;0;0;0;0;0
3825;4594;2279;29;375;20287;7644;12391;6344;8210;0;0;0;0;0;0
3826;4609;2298;7;473;25497;7555;12443;6182;7982;0;0;0;0;0;0
3827;4600;2291;22;442;28787;7541;12266;6089;8071;0;0;0;0;0;0
3828;4587;2323;47;468;30346;7536;12148;5584;8009;0;0;0;0;0;0
3829;4607;2459;49;653;29063;7534;11556;5559;8177;0;0;0;0;0;0
3830;4580;2415;58;920;26517;7527;11941;5610;8271;0;0;0;0;0;0
3831;4573;2542;87;1083;22706;7642;12121;5576;8306;0;0;0;0;0;0
3832;4574;2501;150;1314;18445;7700;12220;5329;8339;0;0;0;0;0;0
3833;4571;2400;188;1566;13715;7706;12390;5361;8438;0;0;0;0;0;0
3834;4576;2433;195;1570;8876;7705;12398;5828;8407;0;0;0;0;0;0
3835;4577;2412;140;1561;4438;7697;12445;6162;8680;0;0;0;0;0;0
3836;4577;2459;120;1464;1468;7696;12459;6058;8763;0;0;0;0;0;0
3837;4588;2505;136;1612;118;7706;12465;5985;8771;0;0;0;0;0;0
3838;4578;2377;178;1454;0;7715;12472;5851;8742;0;0;0;0;0;0
3839;4576;2290;260;1435;0;7721;12455;5220;8606;0;0;0;0;0;0
3840;4566;2236;339;1504;0;7722;12405;4433;7821;0;0;0;0;0;0
3841;4553;2253;383;1352;0;7723;12237;4095;7327;0;0;0;0;0;0
3842;4569;2229;366;1250;0;7728;12245;3958;7078;0;0;0;0;0;0
3843;4570;2258;302;1268;0;7734;12244;3762;7130;0;0;0;0;0;0
3844;4542;2251;312;1096;6;7741;12246;3766;7212;0;0;0;0;0;0
3845;4535;2216;275;925;416;7743;12280;4292;7625;0;0;0;0;0;0
3846;4514;2353;285;782;2721;7746;12497;5220;8727;0;0;0;0;0;0
3847;4527;2421;272;645;7570;7742;12511;5704;9167;0;0;0;0;0;0
3848;4564;2398;264;364;14304;7720;12309;5895;9154;0;0;0;0;0;0
3849;4576;2286;211;348;21347;7703;12293;5876;8792;0;0;0;0;0;0
3850;4593;2242;178;537;27086;7656;12151;5607;8063;0;0;0;0;0;0
3851;4610;2316;162;989;29524;7659;12205;5618;7875;0;0;0;0;0;0
3852;4581;2257;171;1439;28258;7660;12093;5232;8217;0;0;0;0;0;0
3853;4580;2279;220;2093;29611;7663;11594;4956;7885;0;0;0;0;0;0
3854;4591;2279;270;2315;28559;7649;11515;4984;7982;0;0;0;0;0;0
3855;4576;2294;286;2673;25517;7647;11517;5191;7993;0;0;0;0;0;0
3856;4571;2305;350;3023;20932;7659;11858;5331;8421;0;0;0;0;0;0
3857;4573;2460;361;2980;15268;7660;12237;5399;8591;0;0;0;0;0;0
3858;4574;2435;570;2545;9787;7655;12347;5796;8688;0;0;0;0;0;0
3859;4567;2375;551;2124;4729;7666;12294;5808;8732;0;0;0;0;0;0
3860;4577;2388;411;2162;1561;7673;12028;5633;8833;0;0;0;0;0;0
3861;4592;2426;221;2033;129;7679;11679;5594;8853;0;0;0;0;0;0
3862;4604;2396;108;1848;0;7685;11688;5470;8837;0;0;0;0;0;0
3863;4596;2464;83;1936;0;7684;11662;5058;8156;0;0;0;0;0;0
3864;4594;2327;109;2014;0;7685;11639;4655;7673;0;0;0;0;0;0
3865;4582;2330;183;1602;0;7690;11277;4505;7529;0;0;0;0;0;0
3866;4594;2248;304;1121;0;7693;11178;4309;7073;0;0;0;0;0;0
3867;4584;2270;544;917;0;7695;11354;4299;6870;0;0;0;0;0;0
3868;4558;2268;876;1025;6;7695;11343;4294;6910;0;0;0;0;0;0
3869;4545;2346;1115;1090;431;7700;11504;4530;7017;0;0;0;0;0;0
3870;4551;2443;1434;1020;2705;7695;11674;5198;7248;0;0;0;0;0;0
3871;4571;2461;1566;792;7760;7413;11644;5380;7440;0;0;0;0;0;0
3872;4574;2384;1545;597;14975;6926;11634;5484;7335;0;0;0;0;0;0
3873;4656;2370;1542;937;22540;6838;11620;5273;7327;0;0;0;0;0;0
3874;4710;2412;1738;1397;28190;6664;11536;4893;7203;0;0;0;0;0;0
3875;4692;2426;1879;2149;31172;6620;11380;4718;6716;0;0;0;0;0;0
3876;4707;2416;2101;2723;31473;6562;11187;4669;6573;0;0;0;0;0;0
3877;4726;2328;1954;2922;30643;6480;11171;4549;6215;0;0;0;0;0;0
3878;4724;2285;1988;3498;29010;6469;11015;4596;6029;0;0;0;0;0;0
3879;4729;2315;2556;3926;26163;6478;11085;4455;5863;0;0;0;0;0;0
3880;4713;2369;2928;4467;22257;6478;11179;4577;5791;0;0;0;0;0;0
3881;4693;2355;2912;5023;16900;6471;11336;5052;5839;0;0;0;0;0;0
3882;4704;2437;2588;5915;10545;6461;11282;5324;6053;0;0;0;0;0;0
3883;4712;2449;2427;5267;4893;6502;11403;5601;6551;0;0;0;0;0;0
3884;4715;2482;2609;3554;1483;6565;11150;5587;6902;0;0;0;0;0;0
3885;4722;2493;2496;3300;104;6568;10836;5591;6971;0;0;0;0;0;0
3886;4715;2551;2111;3323;0;6574;10748;5395;7001;0;0;0;0;0;0
3887;4734;2518;1981;3618;0;6583;10416;4758;6823;0;0;0;0;0;0
3888;4719;2407;1903;3651;0;6582;9907;4018;6054;0;0;0;0;0;0
3889;4721;2344;1978;3787;0;6594;9585;3512;5280;0;0;0;0;0;0
3890;4727;2283;2219;4145;0;6606;9542;2941;4218;0;0;0;0;0;0
3891;4716;2427;1882;4704;0;6609;9210;2958;4179;0;0;0;0;0;0
3892;4702;2313;1846;5078;5;6614;9322;2876;3943;0;0;0;0;0;0
3893;4688;2389;2071;5986;341;6617;9297;2722;3767;0;0;0;0;0;0
3894;4707;2421;2184;6586;2317;6625;9068;2337;3513;0;0;0;0;0;0
3895;4729;2502;2593;6027;6051;6579;9026;2364;3548;0;0;0;0;0;0
3896;4753;2482;2702;6918;10828;6545;8845;2389;3499;0;0;0;0;0;0
3897;4752;2450;3287;9462;15603;6523;7815;1933;3305;0;0;0;0;0;0
3898;4758;2422;4155;12929;19710;6505;5220;1535;3052;0;0;0;0;0;0
3899;4768;2342;4132;16863;22154;6480;4401;1519;2734;0;0;0;0;0;0
3900;4777;2301;4047;20454;22771;6460;4100;1464;2693;0;0;0;0;0;0
